OID_,Date,Time,Latitude,Longitude,Turtle_ID,Turtle_sex,Altitude,Duration,Temperature,Voltage,DOP,Satellites,EST_Time,NEAR_FID,NEAR_DIST
36,6/29/2022 0:00:00,19:00,41.577419130000003,-71.720936499999993,L1R2,male,19.123333330000001,18.666666670000001,28.333333329999999,0,2.666666667000000,5.333333333000000,6/29/2022 19:00:00,2,75.072234464400680
37,6/30/2022 0:00:00,7:00,41.577467069999997,-71.720853430000005,L1R2,male,8.606666667000001,70.000000000000000,16.833333329999999,0,2.466666667000000,4.000000000000000,6/30/2022 7:00:00,2,66.913438017690012
38,7/1/2022 0:00:00,11:00,41.577555799999999,-71.720464550000003,L1R2,male,-0.240000000000000,70.000000000000000,34.750000000000000,0,2.700000000000000,3.000000000000000,7/1/2022 11:00:00,2,33.010736201730289
39,7/3/2022 0:00:00,11:00,41.577309600000000,-71.720763500000004,L1R2,male,-0.310000000000000,70.000000000000000,24.500000000000000,0,2.200000000000000,3.000000000000000,7/3/2022 11:00:00,2,64.702421930676010
40,7/3/2022 0:00:00,19:00,41.577313369999999,-71.720883200000003,L1R2,male,16.296666670000000,13.000000000000000,30.000000000000000,0,1.600000000000000,6.000000000000000,7/3/2022 19:00:00,2,74.154982771814844
41,7/4/2022 0:00:00,7:00,41.577382499999999,-71.720802269999993,L1R2,male,24.213333330000001,20.000000000000000,13.166666670000000,0,1.600000000000000,5.000000000000000,7/4/2022 7:00:00,2,65.497118659627219
42,7/4/2022 0:00:00,11:00,41.577399430000000,-71.720822330000004,L1R2,male,32.646666670000002,43.666666669999998,33.500000000000000,0,1.533333333000000,4.666666667000000,7/4/2022 11:00:00,2,66.565750491596290
43,7/6/2022 0:00:00,7:00,41.575903429999997,-71.720406199999999,L1R2,male,1.943333333000000,50.333333330000002,22.500000000000000,0,1.600000000000000,4.666666667000000,7/6/2022 7:00:00,2,10.938944074787315
44,7/6/2022 0:00:00,11:00,41.575787599999998,-71.720941199999999,L1R2,male,29.010000000000002,70.000000000000000,38.500000000000000,0,2.400000000000000,4.000000000000000,7/6/2022 11:00:00,2,54.868535713362348
45,7/6/2022 0:00:00,19:00,41.575853500000001,-71.720757500000005,L1R2,male,26.785000000000000,66.000000000000000,29.000000000000000,0,2.600000000000000,4.500000000000000,7/6/2022 19:00:00,2,39.929724414915668
46,7/7/2022 0:00:00,7:00,41.575934130000000,-71.720770169999994,L1R2,male,5.636666667000000,70.000000000000000,18.500000000000000,0,2.866666667000000,3.333333333000000,7/7/2022 7:00:00,2,41.433064167398214
47,7/7/2022 0:00:00,11:00,41.576210900000000,-71.720439799999994,L1R2,male,27.239999999999998,70.000000000000000,32.250000000000000,0,2.100000000000000,4.000000000000000,7/7/2022 11:00:00,2,15.445968644958169
48,7/8/2022 0:00:00,11:00,41.577332699999999,-71.720607299999998,L1R2,male,34.469999999999999,70.000000000000000,25.000000000000000,0,2.200000000000000,4.000000000000000,7/8/2022 11:00:00,2,51.481438744938693
49,7/8/2022 0:00:00,19:00,41.577228230000003,-71.720471070000002,L1R2,male,10.883333329999999,44.000000000000000,26.333333329999999,0,3.066666667000000,4.000000000000000,7/8/2022 19:00:00,2,43.891824871729888
50,7/10/2022 0:00:00,11:00,41.578136700000002,-71.718229530000002,L1R2,male,18.699999999999999,24.333333329999999,24.333333329999999,0,2.000000000000000,5.000000000000000,7/10/2022 11:00:00,4,33.138259496658868
51,7/11/2022 0:00:00,11:00,41.577134399999998,-71.719287100000003,L1R2,male,38.200000000000003,70.000000000000000,40.000000000000000,0,2.400000000000000,4.000000000000000,7/11/2022 11:00:00,2,47.816629641863528
52,7/11/2022 0:00:00,19:00,41.577422599999998,-71.719548570000001,L1R2,male,22.710000000000001,38.333333330000002,26.000000000000000,0,1.800000000000000,4.666666667000000,7/11/2022 19:00:00,2,36.022526415392214
53,7/12/2022 0:00:00,7:00,41.577292530000001,-71.719656770000000,L1R2,male,-21.776666670000001,20.333333329999999,15.333333330000000,0,1.933333333000000,5.000000000000000,7/12/2022 7:00:00,2,23.256885026819546
